"","disease","state","year","weeks_reporting","count","population","imputed_cases_per_100k","cases_per_100k"
"1124","Smallpox","Texas",1933,52,822,6042719,13.6031478544675,13.6031478544675
"1125","Smallpox","Texas",1934,52,883,6096708,14.4832260295228,14.4832260295228
"1126","Smallpox","Texas",1935,52,547,6145658,8.90059290640644,8.90059290640644
"1127","Smallpox","Texas",1936,51,78,6192333,1.28432065531208,1.25962218117146
"1128","Smallpox","Texas",1937,52,171,6239589,2.74056512376056,2.74056512376056
"1129","Smallpox","Texas",1938,52,597,6290372,9.4906946679783,9.4906946679783
"1130","Smallpox","Texas",1939,52,532,6347728,8.3809514207288,8.3809514207288
"1131","Smallpox","Texas",1940,51,236,6414824,3.75111540052217,3.67897856589674
"1132","Smallpox","Texas",1941,51,52,6494322,0.816399430812597,0.800699441758508
"1133","Smallpox","Texas",1942,52,125,6586352,1.89786394653672,1.89786394653672
"1134","Smallpox","Texas",1943,52,84,6690408,1.25552881079898,1.25552881079898
"1135","Smallpox","Texas",1944,51,56,6805995,0.838937425250625,0.822804013226574
"1136","Smallpox","Texas",1945,52,14,6932606,0.201944261652833,0.201944261652833
"1137","Smallpox","Texas",1946,52,26,7069715,0.367765885894976,0.367765885894976
"1138","Smallpox","Texas",1947,49,15,7216764,0.220574863566812,0.207849390668726
"1139","Smallpox","Texas",1948,27,83,7373147,2.16802746306091,1.12570656735855
"1140","Smallpox","Texas",1949,4,8,7538201,1.37963951876582,0.10612611682814
"1141","Smallpox","Texas",1950,1,1,7711194,0.674344336298633,0.0129681603134352
"1142","Smallpox","Texas",1951,0,0,7891257,0,0
"1143","Smallpox","Texas",1952,1,1,8077195,0.643787849618587,0.0123805355695882
"1144","Smallpox","Texas",1953,0,0,8267630,0,0
"1145","Smallpox","Utah",1928,51,414,498717,84.6407174928514,83.0130113872196
"1146","Smallpox","Utah",1929,51,166,503528,33.613801409412,32.9673821515387
"1147","Smallpox","Utah",1930,52,27,507847,5.31656187788842,5.31656187788842
"1148","Smallpox","Utah",1931,52,17,511652,3.32257080984732,3.32257080984732
"1149","Smallpox","Utah",1932,52,4,515071,0.776591964991234,0.776591964991234
"1150","Smallpox","Utah",1933,52,28,518278,5.40250599099325,5.40250599099325
"1151","Smallpox","Utah",1934,52,34,521449,6.52029249265029,6.52029249265029
"1152","Smallpox","Utah",1935,51,8,524767,1.55437798967886,1.52448610526195
"1153","Smallpox","Utah",1936,51,82,528418,15.8222927941998,15.5180179327729
"1154","Smallpox","Utah",1937,52,17,532593,3.19193079894028,3.19193079894028
"1155","Smallpox","Utah",1938,52,35,537493,6.51171271067716,6.51171271067716
"1156","Smallpox","Utah",1939,52,26,543325,4.78534946855013,4.78534946855013
"1157","Smallpox","Utah",1940,51,18,550310,3.33501865793291,3.27088368374189
"1158","Smallpox","Utah",1941,51,1,558636,0.18251738934427,0.179007439549188
"1159","Smallpox","Utah",1942,52,0,568306,0,0
"1160","Smallpox","Utah",1943,52,1,579279,0.172628388047901,0.172628388047901
"1161","Smallpox","Utah",1944,51,1,591513,0.172372854550493,0.169057991962983
"1162","Smallpox","Utah",1945,52,2,604968,0.330595998466035,0.330595998466035
"1163","Smallpox","Utah",1946,52,2,619600,0.322788896061975,0.322788896061975
"1164","Smallpox","Utah",1947,49,0,635362,0,0
"1165","Smallpox","Utah",1948,25,13,652201,4.14596113774741,1.99325054699395
"1166","Smallpox","Utah",1949,0,0,670057,0,0
"1167","Smallpox","Utah",1950,0,0,688862,0,0
"1168","Smallpox","Utah",1951,0,0,708526,0,0
"1169","Smallpox","Utah",1952,0,0,728898,0,0
"1170","Smallpox","Utah",1953,0,0,749797,0,0
"1171","Smallpox","Vermont",1928,51,10,358599,2.84330922043077,2.78863019696095
"1172","Smallpox","Vermont",1929,52,139,359226,38.6943038644196,38.6943038644196
"1173","Smallpox","Vermont",1930,52,79,359611,21.9681822858589,21.9681822858589
"1174","Smallpox","Vermont",1931,52,238,359712,66.1640423449871,66.1640423449871
"1175","Smallpox","Vermont",1932,52,174,359580,48.3897880861005,48.3897880861005
"1176","Smallpox","Vermont",1933,52,3,359293,0.834973127781504,0.834973127781504
"1177","Smallpox","Vermont",1934,52,0,358925,0,0
"1178","Smallpox","Vermont",1935,52,1,358551,0.278900351693343,0.278900351693343
"1179","Smallpox","Vermont",1936,50,1,358248,0.290301690449074,0.279136240816418
"1180","Smallpox","Vermont",1937,52,1,358089,0.279260183920757,0.279260183920757
"1181","Smallpox","Vermont",1938,52,0,358149,0,0
"1182","Smallpox","Vermont",1939,52,0,358505,0,0
"1183","Smallpox","Vermont",1940,51,0,359231,0,0
"1184","Smallpox","Vermont",1941,51,0,360380,0,0
"1185","Smallpox","Vermont",1942,52,0,361899,0,0
"1186","Smallpox","Vermont",1943,52,0,363711,0,0
"1187","Smallpox","Vermont",1944,51,0,365737,0,0
"1188","Smallpox","Vermont",1945,52,0,367895,0,0
"1189","Smallpox","Vermont",1946,52,0,370105,0,0
"1190","Smallpox","Vermont",1947,49,0,372282,0,0
"1191","Smallpox","Vermont",1948,24,0,374340,0,0
"1192","Smallpox","Vermont",1949,0,0,376191,0,0
"1193","Smallpox","Vermont",1950,0,0,377747,0,0
"1194","Smallpox","Vermont",1951,0,0,378949,0,0
"1195","Smallpox","Vermont",1952,0,0,379869,0,0
"1196","Smallpox","Vermont",1953,0,0,380612,0,0
"1197","Smallpox","Virginia",1928,10,2,2401199,0.433116955321071,0.083291722177129
"1198","Smallpox","Virginia",1929,3,63,2410933,45.2936684677675,2.61309625775581
"1199","Smallpox","Virginia",1930,4,10,2421851,5.36779512860205,0.412907317584773
"1200","Smallpox","Virginia",1931,6,12,2434415,4.27207357825186,0.492931566721368
"1201","Smallpox","Virginia",1932,28,10,2448960,0.758339400048534,0.408336600026134
"1202","Smallpox","Virginia",1933,52,8,2465798,0.324438579315905,0.324438579315905
"1203","Smallpox","Virginia",1934,52,32,2485254,1.28759474886672,1.28759474886672
"1204","Smallpox","Virginia",1935,52,10,2507671,0.398776394511082,0.398776394511082
"1205","Smallpox","Virginia",1936,50,4,2533410,0.164205556937093,0.157889958593358
"1206","Smallpox","Virginia",1937,52,6,2562857,0.234113725424399,0.234113725424399
"1207","Smallpox","Virginia",1938,52,4,2596428,0.154057805569806,0.154057805569806
"1208","Smallpox","Virginia",1939,52,0,2634570,0,0
"1209","Smallpox","Virginia",1940,51,4,2677773,0.152306837530628,0.149377859885808
"1210","Smallpox","Virginia",1941,51,1,2726395,0.0373976567275562,0.036678471021257
"1211","Smallpox","Virginia",1942,52,0,2780108,0,0
"1212","Smallpox","Virginia",1943,52,0,2838384,0,0
"1213","Smallpox","Virginia",1944,51,4,2900653,0.140603904450102,0.137899983210677
"1214","Smallpox","Virginia",1945,52,1,2966294,0.0337121000143614,0.0337121000143614
"1215","Smallpox","Virginia",1946,52,1,3034625,0.0329530007826338,0.0329530007826338
"1216","Smallpox","Virginia",1947,49,0,3104896,0,0
"1217","Smallpox","Virginia",1948,24,0,3176279,0,0
"1218","Smallpox","Virginia",1949,0,0,3247869,0,0
"1219","Smallpox","Virginia",1950,0,0,3318680,0,0
"1220","Smallpox","Virginia",1951,0,0,3387860,0,0
"1221","Smallpox","Virginia",1952,0,0,3455383,0,0
"1222","Smallpox","Virginia",1953,0,0,3521459,0,0
"1223","Smallpox","Washington",1928,51,1599,1522219,107.103704603376,105.044017976388
"1224","Smallpox","Washington",1929,52,2067,1544172,133.858145336141,133.858145336141
"1225","Smallpox","Washington",1930,52,2345,1563396,149.993987447838,149.993987447838
"1226","Smallpox","Washington",1931,52,1038,1579207,65.7291919298737,65.7291919298737
"1227","Smallpox","Washington",1932,52,665,1592292,41.763696608411,41.763696608411
"1228","Smallpox","Washington",1933,52,283,1603725,17.6464169355719,17.6464169355719
"1229","Smallpox","Washington",1934,52,547,1614623,33.8778773744707,33.8778773744707
"1230","Smallpox","Washington",1935,52,1365,1626134,83.9414218016473,83.9414218016473
"1231","Smallpox","Washington",1936,51,374,1639440,23.2599749507962,22.812667740204
"1232","Smallpox","Washington",1937,52,479,1655767,28.9291911241135,28.9291911241135
"1233","Smallpox","Washington",1938,52,995,1676398,59.3534470931127,59.3534470931127
"1234","Smallpox","Washington",1939,52,235,1702707,13.8015524690977,13.8015524690977
"1235","Smallpox","Washington",1940,51,33,1736191,1.93798141008273,1.90071253681191
"1236","Smallpox","Washington",1941,51,31,1778078,1.77764097735054,1.74345557393995
"1237","Smallpox","Washington",1942,52,14,1827948,0.765886119298798,0.765886119298798
"1238","Smallpox","Washington",1943,52,7,1884913,0.371369925296287,0.371369925296287
"1239","Smallpox","Washington",1944,51,15,1947996,0.78512058787897,0.770022115035144
"1240","Smallpox","Washington",1945,52,9,2016085,0.446409749588931,0.446409749588931
"1241","Smallpox","Washington",1946,52,57,2087893,2.73002495817554,2.73002495817554
"1242","Smallpox","Washington",1947,49,0,2161927,0,0
"1243","Smallpox","Washington",1948,25,13,2236465,1.20905089057955,0.581274466624785
"1244","Smallpox","Washington",1949,0,0,2309543,0,0
"1245","Smallpox","Washington",1950,0,0,2378963,0,0
"1246","Smallpox","Washington",1951,0,0,2442804,0,0
"1247","Smallpox","Washington",1952,0,0,2501026,0,0
"1248","Smallpox","Washington",1953,0,0,2554187,0,0
"1249","Smallpox","West Virginia",1928,51,1300,1680235,78.8871911416219,77.3701297735138
"1250","Smallpox","West Virginia",1929,52,603,1705429,35.3576724683349,35.3576724683349
"1251","Smallpox","West Virginia",1930,51,782,1729205,46.1098211798678,45.2230938494857
"1252","Smallpox","West Virginia",1931,52,250,1751308,14.27504470944,14.27504470944
"1253","Smallpox","West Virginia",1932,52,62,1771815,3.49923665845475,3.49923665845475
"1254","Smallpox","West Virginia",1933,52,59,1790901,3.2944311271254,3.2944311271254
"1255","Smallpox","West Virginia",1934,52,11,1808755,0.608153121898765,0.608153121898765
"1256","Smallpox","West Virginia",1935,52,21,1825578,1.15032061078738,1.15032061078738
"1257","Smallpox","West Virginia",1936,50,5,1841583,0.282365769015027,0.271505547129833
"1258","Smallpox","West Virginia",1937,52,17,1856989,0.915460457762539,0.915460457762539
"1259","Smallpox","West Virginia",1938,52,13,1872030,0.694433315705411,0.694433315705411
"1260","Smallpox","West Virginia",1939,52,25,1886942,1.32489498882319,1.32489498882319
"1261","Smallpox","West Virginia",1940,51,13,1901974,0.69690237410103,0.683500405368317
"1262","Smallpox","West Virginia",1941,51,7,1917274,0.372260558582695,0.365101701686874
"1263","Smallpox","West Virginia",1942,52,8,1932565,0.413957615914601,0.413957615914601
"1264","Smallpox","West Virginia",1943,52,11,1947457,0.564839172315486,0.564839172315486
"1265","Smallpox","West Virginia",1944,51,5,1961544,0.259899304613421,0.254901241063162
"1266","Smallpox","West Virginia",1945,52,0,1974413,0,0
"1267","Smallpox","West Virginia",1946,52,1,1985639,0.0503616216240716,0.0503616216240716
"1268","Smallpox","West Virginia",1947,49,2,1994794,0.106399406635063,0.100260979329194
"1269","Smallpox","West Virginia",1948,24,1,2001447,0.108255010832996,0.0499638511536903
"1270","Smallpox","West Virginia",1949,0,0,2005173,0,0
"1271","Smallpox","West Virginia",1950,0,0,2005552,0,0
"1272","Smallpox","West Virginia",1951,0,0,2002299,0,0
"1273","Smallpox","West Virginia",1952,0,0,1995621,0,0
"1274","Smallpox","West Virginia",1953,0,0,1985856,0,0
"1275","Smallpox","Wisconsin",1928,51,827,2885694,29.2205509757622,28.6586173031513
"1276","Smallpox","Wisconsin",1929,52,681,2913225,23.3761552918158,23.3761552918158
"1277","Smallpox","Wisconsin",1930,51,909,2939006,31.5352717691548,30.9288242351326
"1278","Smallpox","Wisconsin",1931,52,370,2962864,12.487917096431,12.487917096431
"1279","Smallpox","Wisconsin",1932,52,89,2984994,2.98158053249018,2.98158053249018
"1280","Smallpox","Wisconsin",1933,52,538,3005691,17.8993782128635,17.8993782128635
"1281","Smallpox","Wisconsin",1934,52,1010,3025264,33.385516107024,33.385516107024
"1282","Smallpox","Wisconsin",1935,52,642,3044033,21.090441529379,21.090441529379
"1283","Smallpox","Wisconsin",1936,50,400,3062325,13.5844497236577,13.0619708881324
"1284","Smallpox","Wisconsin",1937,52,217,3080478,7.04436129717531,7.04436129717531
"1285","Smallpox","Wisconsin",1938,52,213,3098835,6.87355086669668,6.87355086669668
"1286","Smallpox","Wisconsin",1939,52,199,3117751,6.38280606757884,6.38280606757884
"1287","Smallpox","Wisconsin",1940,51,197,3137587,6.40182232709529,6.27871035926653
"1288","Smallpox","Wisconsin",1941,51,164,3158678,5.29385034734499,5.19204553297297
"1289","Smallpox","Wisconsin",1942,52,42,3181216,1.32024986671763,1.32024986671763
"1290","Smallpox","Wisconsin",1943,52,23,3205364,0.717547211486745,0.717547211486745
"1291","Smallpox","Wisconsin",1944,51,18,3231289,0.567975850395015,0.557053237887419
"1292","Smallpox","Wisconsin",1945,52,14,3259165,0.429557877554527,0.429557877554527
"1293","Smallpox","Wisconsin",1946,52,6,3289177,0.182416452504684,0.182416452504684
"1294","Smallpox","Wisconsin",1947,49,5,3321517,0.159749971142089,0.150533626653123
"1295","Smallpox","Wisconsin",1948,25,6,3356385,0.371828619184033,0.178763759223093
"1296","Smallpox","Wisconsin",1949,2,2,3393996,1.53211730361497,0.0589275886005758
"1297","Smallpox","Wisconsin",1950,1,1,3434575,1.51401556233304,0.02911568389102
"1298","Smallpox","Wisconsin",1951,2,2,3478264,1.49499865450121,0.0574999482500466
"1299","Smallpox","Wisconsin",1952,1,1,3524811,1.47525640381853,0.0283703154580487
"1300","Smallpox","Wisconsin",1953,0,0,3573855,0,0
"1301","Smallpox","Wyoming",1928,51,161,220376,74.4894465572921,73.0569572004211
"1302","Smallpox","Wyoming",1929,52,334,223016,149.765039279693,149.765039279693
"1303","Smallpox","Wyoming",1930,52,251,225565,111.276128832044,111.276128832044
"1304","Smallpox","Wyoming",1931,52,54,228039,23.6801599726363,23.6801599726363
"1305","Smallpox","Wyoming",1932,52,23,230458,9.98012653064767,9.98012653064767
"1306","Smallpox","Wyoming",1933,52,5,232845,2.14735124224269,2.14735124224269
"1307","Smallpox","Wyoming",1934,52,107,235223,45.4887489743775,45.4887489743775
"1308","Smallpox","Wyoming",1935,52,315,237616,132.566830516464,132.566830516464
"1309","Smallpox","Wyoming",1936,51,194,240051,82.4007904856166,80.8161598993547
"1310","Smallpox","Wyoming",1937,52,155,242553,63.9035592221082,63.9035592221082
"1311","Smallpox","Wyoming",1938,52,90,245149,36.7123667647023,36.7123667647023
"1312","Smallpox","Wyoming",1939,52,53,247869,21.382262404738,21.382262404738
"1313","Smallpox","Wyoming",1940,51,14,250742,5.69290737248709,5.58342838455464
"1314","Smallpox","Wyoming",1941,51,3,253795,1.20523396024814,1.18205638408952
"1315","Smallpox","Wyoming",1942,52,5,257038,1.94523766913842,1.94523766913842
"1316","Smallpox","Wyoming",1943,52,2,260476,0.767825058738617,0.767825058738617
"1317","Smallpox","Wyoming",1944,51,1,264115,0.386046927716054,0.378622948336899
"1318","Smallpox","Wyoming",1945,52,4,267960,1.49276011344977,1.49276011344977
"1319","Smallpox","Wyoming",1946,52,5,272018,1.83811365424347,1.83811365424347
"1320","Smallpox","Wyoming",1947,49,1,276297,0.384088314312468,0.361929373102133
"1321","Smallpox","Wyoming",1948,24,1,280803,0.771596694717174,0.356121551407927
"1322","Smallpox","Wyoming",1949,0,0,285544,0,0
"1323","Smallpox","Wyoming",1950,1,2,290529,35.7967707182416,0.688399436889261
"1324","Smallpox","Wyoming",1951,1,1,295744,17.5827742912789,0.338130274832287
"1325","Smallpox","Wyoming",1952,1,1,301083,17.2709850772046,0.332134328407781
"1326","Smallpox","Wyoming",1953,0,0,306410,0,0
